pmid,pmcid,doi,secondary_doi,collection_id,collection_name,source,image_name,map_type,image_file,collection_id.1,image_id,number_of_subjects,cognitive_paradigm_cogatlas_id,cognitive_contrast_cogatlas_id,contrast_definition,cognitive_paradigm_cogatlas_name,cognitive_contrast_cogatlas_name,image_path,contrast_id,id
36396072.0,9901282.0,,,13143,Relationship of prefrontal brain lateralization to optimal cognitive function differs with age,pubmed,MiddleAge HighDemand Fixation unthresholded,T,images/13143/MiddleAge_HighDemand-Fixation_unthresholded.nii.gz,13143,788483,127.0,trm_4f241b50caaf7,,,semantic task,None / Other,13143-788483_MiddleAge_HighDemand-Fixation_unthresholded.nii.gz,"collection_id    13143
collection_id    13143
Name: 4763, dtype: object-788483","36396072.0-collection_id    13143
collection_id    13143
Name: 4763, dtype: object-788483"
20619815.0,2908235.0,10.1016/j.cub.2010.04.055,,13207,Social recognition and ghrelin,metadata,Non-social reward outcome (liquid-meal test session),T,images/13207/spmT_0001_1.nii.gz,13207,788933,48.0,trm_4f2453ce33f16,,win > no-win,social judgment task,None / Other,13207-788933_spmT_0001_1.nii.gz,"collection_id    13207
collection_id    13207
Name: 4771, dtype: object-788933","20619815.0-collection_id    13207
collection_id    13207
Name: 4771, dtype: object-788933"
20619815.0,2908235.0,10.1016/j.cub.2010.04.055,,13207,Social recognition and ghrelin,metadata,Social reward outcome (liquid-meal test session),T,images/13207/spmT_0001.nii.gz,13207,788932,48.0,trm_4f2453ce33f16,,reviewers' agreement > disagreement,social judgment task,None / Other,13207-788932_spmT_0001.nii.gz,"collection_id    13207
collection_id    13207
Name: 4772, dtype: object-788932","20619815.0-collection_id    13207
collection_id    13207
Name: 4772, dtype: object-788932"
20619815.0,2908235.0,10.1016/j.cub.2010.04.055,,13207,Social recognition and ghrelin,metadata,Nutritional state comparison non-social reward outcome,T,images/13207/spmT_0001_3.nii.gz,13207,788935,48.0,trm_4f2453ce33f16,,liqud-meal > no-meal,social judgment task,None / Other,13207-788935_spmT_0001_3.nii.gz,"collection_id    13207
collection_id    13207
Name: 4773, dtype: object-788935","20619815.0-collection_id    13207
collection_id    13207
Name: 4773, dtype: object-788935"
20619815.0,2908235.0,10.1016/j.cub.2010.04.055,,13207,Social recognition and ghrelin,metadata,Nutritional state comparison social reward outcome,T,images/13207/spmT_0001_2.nii.gz,13207,788934,48.0,trm_4f2453ce33f16,,liqud-meal > no-meal,social judgment task,None / Other,13207-788934_spmT_0001_2.nii.gz,"collection_id    13207
collection_id    13207
Name: 4774, dtype: object-788934","20619815.0-collection_id    13207
collection_id    13207
Name: 4774, dtype: object-788934"
36513365.0,10183747.0,,,13248,Context-independent scaling of neural responses to task difficulty in the multiple-demand network,pubmed,Whole-brain voxelwise regression with context-dependent regressors,T,images/13248/univariate_relative.nii.gz,13248,789039,25.0,trm_4c898b02722d2,,Beta values compared to zero.,Counting/Calculation,None / Other,13248-789039_univariate_relative.nii.gz,"collection_id    13248
collection_id    13248
Name: 4775, dtype: object-789039","36513365.0-collection_id    13248
collection_id    13248
Name: 4775, dtype: object-789039"
36513365.0,10183747.0,,,13248,Context-independent scaling of neural responses to task difficulty in the multiple-demand network,pubmed,Whole-brain voxelwise regression with context-independent regressors,T,images/13248/univariate_absolute.nii.gz,13248,789038,25.0,trm_4c898b02722d2,,Beta values compared to zero.,Counting/Calculation,None / Other,13248-789038_univariate_absolute.nii.gz,"collection_id    13248
collection_id    13248
Name: 4776, dtype: object-789038","36513365.0-collection_id    13248
collection_id    13248
Name: 4776, dtype: object-789038"
36513365.0,10183747.0,,,13248,Context-independent scaling of neural responses to task difficulty in the multiple-demand network,pubmed,Whole-brain searchlight: context-independent coding,T,images/13248/rsa_absolute.nii.gz,13248,789040,20.0,trm_4c898b02722d2,,Beta values compared to zero.,Counting/Calculation,None / Other,13248-789040_rsa_absolute.nii.gz,"collection_id    13248
collection_id    13248
Name: 4777, dtype: object-789040","36513365.0-collection_id    13248
collection_id    13248
Name: 4777, dtype: object-789040"
36513365.0,10183747.0,,,13248,Context-independent scaling of neural responses to task difficulty in the multiple-demand network,pubmed,Whole-brain searchlight: context-dependent coding,T,images/13248/rsa_relative.nii.gz,13248,789041,25.0,trm_4c898b02722d2,,Beta values compared to zero.,Counting/Calculation,None / Other,13248-789041_rsa_relative.nii.gz,"collection_id    13248
collection_id    13248
Name: 4778, dtype: object-789041","36513365.0-collection_id    13248
collection_id    13248
Name: 4778, dtype: object-789041"
36513365.0,10183747.0,,,13248,Context-independent scaling of neural responses to task difficulty in the multiple-demand network,pubmed,Whole-brain searchlight: pixelwise dissimilarity,T,images/13248/rsa_pixel.nii.gz,13248,789042,25.0,trm_4c898b02722d2,,Beta values compared to zero.,Counting/Calculation,None / Other,13248-789042_rsa_pixel.nii.gz,"collection_id    13248
collection_id    13248
Name: 4779, dtype: object-789042","36513365.0-collection_id    13248
collection_id    13248
Name: 4779, dtype: object-789042"
36347621.0,9838701.0,10.1523/JNEUROSCI.1602-20.2022,,13305,Action Observation Network activity related to object-directed and socially-directed actions in Adolescents,neurovault,Across decoding social actions (Adults > Adolescents),T,images/13305/spmT_0001.nii.gz,13305,789681,51.0,tsk_4a57abb949846,cnt_4e08fefbf0382,,action observation task,standard deviation from the mean accuracy score,13305-789681_spmT_0001.nii.gz,"collection_id    13305
collection_id    13305
Name: 4780, dtype: object-789681","36347621.0-collection_id    13305
collection_id    13305
Name: 4780, dtype: object-789681"
36347621.0,9838701.0,10.1523/JNEUROSCI.1602-20.2022,,13305,Action Observation Network activity related to object-directed and socially-directed actions in Adolescents,neurovault,Within decoding social actions (Adults > Adolescents),T,images/13305/spmT_0001_1.nii.gz,13305,789682,51.0,tsk_4a57abb949846,cnt_4e08fefbf0382,,action observation task,standard deviation from the mean accuracy score,13305-789682_spmT_0001_1.nii.gz,"collection_id    13305
collection_id    13305
Name: 4781, dtype: object-789682","36347621.0-collection_id    13305
collection_id    13305
Name: 4781, dtype: object-789682"
36347621.0,9838701.0,10.1523/JNEUROSCI.1602-20.2022,,13305,Action Observation Network activity related to object-directed and socially-directed actions in Adolescents,neurovault,Across decoding transitive actions (Adults > Adolescents),T,images/13305/spmT_0001_2.nii.gz,13305,789683,51.0,tsk_4a57abb949846,cnt_4e08fefbf0382,,action observation task,standard deviation from the mean accuracy score,13305-789683_spmT_0001_2.nii.gz,"collection_id    13305
collection_id    13305
Name: 4782, dtype: object-789683","36347621.0-collection_id    13305
collection_id    13305
Name: 4782, dtype: object-789683"
36347621.0,9838701.0,10.1523/JNEUROSCI.1602-20.2022,,13305,Action Observation Network activity related to object-directed and socially-directed actions in Adolescents,neurovault,Within decoding transitive actions (Adults > Adolescents),T,images/13305/spmT_0001_3.nii.gz,13305,789684,51.0,tsk_4a57abb949846,cnt_4e08fefbf0382,,action observation task,standard deviation from the mean accuracy score,13305-789684_spmT_0001_3.nii.gz,"collection_id    13305
collection_id    13305
Name: 4783, dtype: object-789684","36347621.0-collection_id    13305
collection_id    13305
Name: 4783, dtype: object-789684"
36347621.0,9838701.0,10.1523/JNEUROSCI.1602-20.2022,,13305,Action Observation Network activity related to object-directed and socially-directed actions in Adolescents,neurovault,Searchlight map across decoding for social actions (Adolescents),T,images/13305/across decoding social adolescents.nii.gz,13305,789685,27.0,tsk_4a57abb949846,cnt_4e08fefbf0382,,action observation task,standard deviation from the mean accuracy score,13305-789685_across%20decoding%20social%20adolescents.nii.gz,"collection_id    13305
collection_id    13305
Name: 4784, dtype: object-789685","36347621.0-collection_id    13305
collection_id    13305
Name: 4784, dtype: object-789685"
36347621.0,9838701.0,10.1523/JNEUROSCI.1602-20.2022,,13305,Action Observation Network activity related to object-directed and socially-directed actions in Adolescents,neurovault,Searchlight map across decoding for transitive actions (Adolescents),T,images/13305/across decoding transitive adolescents.nii.gz,13305,789686,27.0,tsk_4a57abb949846,cnt_4e08fefbf0382,,action observation task,standard deviation from the mean accuracy score,13305-789686_across%20decoding%20transitive%20adolescents.nii.gz,"collection_id    13305
collection_id    13305
Name: 4785, dtype: object-789686","36347621.0-collection_id    13305
collection_id    13305
Name: 4785, dtype: object-789686"
36347621.0,9838701.0,10.1523/JNEUROSCI.1602-20.2022,,13305,Action Observation Network activity related to object-directed and socially-directed actions in Adolescents,neurovault,Searchlight map within decoding for social actions (Adolescents),T,images/13305/within decoding social adolescents.nii.gz,13305,789687,27.0,tsk_4a57abb949846,cnt_4e08fefbf0382,,action observation task,standard deviation from the mean accuracy score,13305-789687_within%20decoding%20social%20adolescents.nii.gz,"collection_id    13305
collection_id    13305
Name: 4786, dtype: object-789687","36347621.0-collection_id    13305
collection_id    13305
Name: 4786, dtype: object-789687"
36347621.0,9838701.0,10.1523/JNEUROSCI.1602-20.2022,,13305,Action Observation Network activity related to object-directed and socially-directed actions in Adolescents,neurovault,Searchlight map within decoding for transitive actions (Adolescents),T,images/13305/within decoding transitive adolescents.nii.gz,13305,789688,27.0,tsk_4a57abb949846,cnt_4e08fefbf0382,,action observation task,standard deviation from the mean accuracy score,13305-789688_within%20decoding%20transitive%20adolescents.nii.gz,"collection_id    13305
collection_id    13305
Name: 4787, dtype: object-789688","36347621.0-collection_id    13305
collection_id    13305
Name: 4787, dtype: object-789688"
36347621.0,9838701.0,10.1523/JNEUROSCI.1602-20.2022,,13305,Action Observation Network activity related to object-directed and socially-directed actions in Adolescents,neurovault,Searchlight map across decoding for social actions (Adults),T,images/13305/across decoding social adults.nii.gz,13305,789689,24.0,tsk_4a57abb949846,cnt_4e08fefbf0382,,action observation task,standard deviation from the mean accuracy score,13305-789689_across%20decoding%20social%20adults.nii.gz,"collection_id    13305
collection_id    13305
Name: 4788, dtype: object-789689","36347621.0-collection_id    13305
collection_id    13305
Name: 4788, dtype: object-789689"
36347621.0,9838701.0,10.1523/JNEUROSCI.1602-20.2022,,13305,Action Observation Network activity related to object-directed and socially-directed actions in Adolescents,neurovault,Searchlight map across decoding for transitive actions (Adults),T,images/13305/across decoding transitive adults.nii.gz,13305,789690,24.0,tsk_4a57abb949846,cnt_4e08fefbf0382,,action observation task,standard deviation from the mean accuracy score,13305-789690_across%20decoding%20transitive%20adults.nii.gz,"collection_id    13305
collection_id    13305
Name: 4789, dtype: object-789690","36347621.0-collection_id    13305
collection_id    13305
Name: 4789, dtype: object-789690"
36347621.0,9838701.0,10.1523/JNEUROSCI.1602-20.2022,,13305,Action Observation Network activity related to object-directed and socially-directed actions in Adolescents,neurovault,Searchlight map within decoding for social actions (Adults),T,images/13305/within decoding social adults.nii.gz,13305,789691,24.0,tsk_4a57abb949846,cnt_4e08fefbf0382,,action observation task,standard deviation from the mean accuracy score,13305-789691_within%20decoding%20social%20adults.nii.gz,"collection_id    13305
collection_id    13305
Name: 4790, dtype: object-789691","36347621.0-collection_id    13305
collection_id    13305
Name: 4790, dtype: object-789691"
36347621.0,9838701.0,10.1523/JNEUROSCI.1602-20.2022,,13305,Action Observation Network activity related to object-directed and socially-directed actions in Adolescents,neurovault,Searchlight map within decoding for transitive actions (Adults),T,images/13305/within decoding transitive adults.nii.gz,13305,789692,24.0,tsk_4a57abb949846,cnt_4e08fefbf0382,,action observation task,standard deviation from the mean accuracy score,13305-789692_within%20decoding%20transitive%20adults.nii.gz,"collection_id    13305
collection_id    13305
Name: 4791, dtype: object-789692","36347621.0-collection_id    13305
collection_id    13305
Name: 4791, dtype: object-789692"
36711485.0,9882176.0,,10.1101/2023.01.17.524305,13364,Substance use is related to differential activation and connectivity for social relative to monetary rewards ,pubget,Zstat: Social (Decision > Baseline) > Monetary (Decision > Baseline) (Fig. 2),Z,images/13364/zstat1_model-1_socialdoors_act_cnum-3_cname-decision.nii.gz,13364,790567,44.0,tsk_QM81yNuuioVho,,,value-based decision making,None / Other,13364-790567_zstat1_model-1_socialdoors_act_cnum-3_cname-decision.nii.gz,"collection_id    13364
collection_id    13364
Name: 4800, dtype: object-790567","36711485.0-collection_id    13364
collection_id    13364
Name: 4800, dtype: object-790567"
35586919.0,9248318.0,10.1002/hbm.25568,,7173,Principal component analysis reveals multiple consistent responses to naturalistic stimuli in children and adults,neurovault,GICA mean component IC5,Z,images/7173/GICA_mean_component_ica_s_all__00005.nii.gz,7173,381329,82.0,tsk_jbg1oF4D9OTkO,,,movie watching task,None / Other,7173-381329_GICA_mean_component_ica_s_all__00005.nii.gz,"collection_id    7173
collection_id    7173
Name: 4801, dtype: object-381329","35586919.0-collection_id    7173
collection_id    7173
Name: 4801, dtype: object-381329"
37923596.0,,10.1016/j.schres.2023.10.026,,13137,Group activation maps for an fMRI language localizer (listening to speech vs reversed speech),metadata,z map,Z,images/13137/speechRev_Zmap.nii.gz,13137,790848,53.0,tsk_ORAzdOO86kNfM,cnt_DnZaKabUZ0JgS,,fMRI localizer for the frontotemporal language system,speech vs speech reversed,13137-790848_speechRev_Zmap.nii.gz,"collection_id    13137
collection_id    13137
Name: 4802, dtype: object-790848","37923596.0-collection_id    13137
collection_id    13137
Name: 4802, dtype: object-790848"
37923596.0,,10.1016/j.schres.2023.10.026,,13137,Group activation maps for an fMRI language localizer (listening to speech vs reversed speech),metadata,spmT,T,images/13137/speechRev_spmT_0001.nii.gz,13137,790833,53.0,tsk_ORAzdOO86kNfM,cnt_DnZaKabUZ0JgS,,fMRI localizer for the frontotemporal language system,speech vs speech reversed,13137-790833_speechRev_spmT_0001.nii.gz,"collection_id    13137
collection_id    13137
Name: 4803, dtype: object-790833","37923596.0-collection_id    13137
collection_id    13137
Name: 4803, dtype: object-790833"
37030414.0,,,,13409,Decoding brain basis of laughter and crying in natural scenes,pubmed,"Second-level analysis T-map for healthy subjects observing crying in dynamic video clips, movie, and audio play",T,images/13409/spmT_0001_all_crying.nii.gz,13409,790866,100.0,trm_5873d0be34b8f,,,emotional localizer fMRI task paradigm,None / Other,13409-790866_spmT_0001_all_crying.nii.gz,"collection_id    13409
collection_id    13409
Name: 4804, dtype: object-790866","37030414.0-collection_id    13409
collection_id    13409
Name: 4804, dtype: object-790866"
37030414.0,,,,13409,Decoding brain basis of laughter and crying in natural scenes,pubmed,Second-level analysis T-map for healthy subjects observing crying in dynamic audio play,T,images/13409/spmT_0001_audio_crying.nii.gz,13409,790867,100.0,trm_5873d0be34b8f,,,emotional localizer fMRI task paradigm,None / Other,13409-790867_spmT_0001_audio_crying.nii.gz,"collection_id    13409
collection_id    13409
Name: 4805, dtype: object-790867","37030414.0-collection_id    13409
collection_id    13409
Name: 4805, dtype: object-790867"
37030414.0,,,,13409,Decoding brain basis of laughter and crying in natural scenes,pubmed,Second-level analysis T-map for healthy subjects observing crying in dynamic video clips,T,images/13409/spmT_0001_localizer_crying.nii.gz,13409,790868,100.0,trm_5873d0be34b8f,,,emotional localizer fMRI task paradigm,None / Other,13409-790868_spmT_0001_localizer_crying.nii.gz,"collection_id    13409
collection_id    13409
Name: 4806, dtype: object-790868","37030414.0-collection_id    13409
collection_id    13409
Name: 4806, dtype: object-790868"
37030414.0,,,,13409,Decoding brain basis of laughter and crying in natural scenes,pubmed,Second-level analysis T-map for healthy subjects observing crying in dynamic movie,T,images/13409/spmT_0001_movie1_crying.nii.gz,13409,790869,100.0,trm_5873d0be34b8f,,,emotional localizer fMRI task paradigm,None / Other,13409-790869_spmT_0001_movie1_crying.nii.gz,"collection_id    13409
collection_id    13409
Name: 4807, dtype: object-790869","37030414.0-collection_id    13409
collection_id    13409
Name: 4807, dtype: object-790869"
37030414.0,,,,13409,Decoding brain basis of laughter and crying in natural scenes,pubmed,"Second-level analysis T-map for healthy subjects observing laughter in dynamic video clips, movie, and audio play",T,images/13409/spmT_0001_all_laughter.nii.gz,13409,790870,100.0,trm_5873d0be34b8f,,,emotional localizer fMRI task paradigm,None / Other,13409-790870_spmT_0001_all_laughter.nii.gz,"collection_id    13409
collection_id    13409
Name: 4808, dtype: object-790870","37030414.0-collection_id    13409
collection_id    13409
Name: 4808, dtype: object-790870"
37030414.0,,,,13409,Decoding brain basis of laughter and crying in natural scenes,pubmed,Second-level analysis T-map for healthy subjects observing laughter in dynamic audio play,T,images/13409/spmT_0001_audio_laughter.nii.gz,13409,790871,100.0,trm_5873d0be34b8f,,,emotional localizer fMRI task paradigm,None / Other,13409-790871_spmT_0001_audio_laughter.nii.gz,"collection_id    13409
collection_id    13409
Name: 4809, dtype: object-790871","37030414.0-collection_id    13409
collection_id    13409
Name: 4809, dtype: object-790871"
37030414.0,,,,13409,Decoding brain basis of laughter and crying in natural scenes,pubmed,Second-level analysis T-map for healthy subjects observing laughter in dynamic video clips,T,images/13409/spmT_0001_localizer_laughter.nii.gz,13409,790872,100.0,trm_5873d0be34b8f,,,emotional localizer fMRI task paradigm,None / Other,13409-790872_spmT_0001_localizer_laughter.nii.gz,"collection_id    13409
collection_id    13409
Name: 4810, dtype: object-790872","37030414.0-collection_id    13409
collection_id    13409
Name: 4810, dtype: object-790872"
37030414.0,,,,13409,Decoding brain basis of laughter and crying in natural scenes,pubmed,Second-level analysis T-map for healthy subjects observing laughter in dynamic movie,T,images/13409/spmT_0001_movie1_laughter.nii.gz,13409,790873,100.0,trm_5873d0be34b8f,,,emotional localizer fMRI task paradigm,None / Other,13409-790873_spmT_0001_movie1_laughter.nii.gz,"collection_id    13409
collection_id    13409
Name: 4811, dtype: object-790873","37030414.0-collection_id    13409
collection_id    13409
Name: 4811, dtype: object-790873"
34953009.0,8933333.0,,,6895,Simultaneous modeling of reaction times and brain dynamics in a spatial cueing task,pubmed,Invalid - Valid: Horizontal Run (unthresholded),T,images/6895/snpmT+.nii.gz,6895,404898,27.0,trm_551f0634b2607,cnt_5526f6aa83790,Invalid - valid,Spatial cuing paradigm,eye movement reaction time,6895-404898_snpmT%2B.nii.gz,"collection_id    6895
collection_id    6895
Name: 4812, dtype: object-404898","34953009.0-collection_id    6895
collection_id    6895
Name: 4812, dtype: object-404898"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,32: PEneg_oxy,T,images/13665/spmT_0032.nii.gz,13665,794594,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794594_spmT_0032.nii.gz,"collection_id    13665
collection_id    13665
Name: 4814, dtype: object-794594","36848972.0-collection_id    13665
collection_id    13665
Name: 4814, dtype: object-794594"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,31: PEneg_dopa,T,images/13665/spmT_0031.nii.gz,13665,794593,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794593_spmT_0031.nii.gz,"collection_id    13665
collection_id    13665
Name: 4815, dtype: object-794593","36848972.0-collection_id    13665
collection_id    13665
Name: 4815, dtype: object-794593"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,30: PEneg_plac,T,images/13665/spmT_0030.nii.gz,13665,794592,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794592_spmT_0030.nii.gz,"collection_id    13665
collection_id    13665
Name: 4816, dtype: object-794592","36848972.0-collection_id    13665
collection_id    13665
Name: 4816, dtype: object-794592"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,29: PEneg_plac_noone,T,images/13665/spmT_0029.nii.gz,13665,794591,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794591_spmT_0029.nii.gz,"collection_id    13665
collection_id    13665
Name: 4817, dtype: object-794591","36848972.0-collection_id    13665
collection_id    13665
Name: 4817, dtype: object-794591"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,28: PEneg_plac_other,T,images/13665/spmT_0028.nii.gz,13665,794590,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794590_spmT_0028.nii.gz,"collection_id    13665
collection_id    13665
Name: 4818, dtype: object-794590","36848972.0-collection_id    13665
collection_id    13665
Name: 4818, dtype: object-794590"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,27: PEneg_plac_self,T,images/13665/spmT_0027.nii.gz,13665,794589,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794589_spmT_0027.nii.gz,"collection_id    13665
collection_id    13665
Name: 4819, dtype: object-794589","36848972.0-collection_id    13665
collection_id    13665
Name: 4819, dtype: object-794589"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,26: PE_oxyvsplac_selfvsother2,T,images/13665/spmT_0026.nii.gz,13665,794588,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794588_spmT_0026.nii.gz,"collection_id    13665
collection_id    13665
Name: 4820, dtype: object-794588","36848972.0-collection_id    13665
collection_id    13665
Name: 4820, dtype: object-794588"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,25: PE_oxyvsplac_selfvsother1,T,images/13665/spmT_0025.nii.gz,13665,794587,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794587_spmT_0025.nii.gz,"collection_id    13665
collection_id    13665
Name: 4821, dtype: object-794587","36848972.0-collection_id    13665
collection_id    13665
Name: 4821, dtype: object-794587"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,24: PE_dopavsplac_selfvsother2,T,images/13665/spmT_0024.nii.gz,13665,794586,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794586_spmT_0024.nii.gz,"collection_id    13665
collection_id    13665
Name: 4822, dtype: object-794586","36848972.0-collection_id    13665
collection_id    13665
Name: 4822, dtype: object-794586"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,23: PE_dopavsplac_selfvsother1,T,images/13665/spmT_0023.nii.gz,13665,794585,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794585_spmT_0023.nii.gz,"collection_id    13665
collection_id    13665
Name: 4823, dtype: object-794585","36848972.0-collection_id    13665
collection_id    13665
Name: 4823, dtype: object-794585"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,22: PE_oxyvsplac,T,images/13665/spmT_0022.nii.gz,13665,794584,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794584_spmT_0022.nii.gz,"collection_id    13665
collection_id    13665
Name: 4824, dtype: object-794584","36848972.0-collection_id    13665
collection_id    13665
Name: 4824, dtype: object-794584"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,21: PE_placvsoxy,T,images/13665/spmT_0021.nii.gz,13665,794583,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794583_spmT_0021.nii.gz,"collection_id    13665
collection_id    13665
Name: 4825, dtype: object-794583","36848972.0-collection_id    13665
collection_id    13665
Name: 4825, dtype: object-794583"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,20: PE_dopavsplac,T,images/13665/spmT_0020.nii.gz,13665,794582,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794582_spmT_0020.nii.gz,"collection_id    13665
collection_id    13665
Name: 4826, dtype: object-794582","36848972.0-collection_id    13665
collection_id    13665
Name: 4826, dtype: object-794582"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,19: PE_placvsdopa,T,images/13665/spmT_0019.nii.gz,13665,794581,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794581_spmT_0019.nii.gz,"collection_id    13665
collection_id    13665
Name: 4827, dtype: object-794581","36848972.0-collection_id    13665
collection_id    13665
Name: 4827, dtype: object-794581"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,18: PE_oxy,T,images/13665/spmT_0018.nii.gz,13665,794580,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794580_spmT_0018.nii.gz,"collection_id    13665
collection_id    13665
Name: 4828, dtype: object-794580","36848972.0-collection_id    13665
collection_id    13665
Name: 4828, dtype: object-794580"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,17: PE_dopa,T,images/13665/spmT_0017.nii.gz,13665,794579,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794579_spmT_0017.nii.gz,"collection_id    13665
collection_id    13665
Name: 4829, dtype: object-794579","36848972.0-collection_id    13665
collection_id    13665
Name: 4829, dtype: object-794579"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,16: PE_plac,T,images/13665/spmT_0016.nii.gz,13665,794578,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794578_spmT_0016.nii.gz,"collection_id    13665
collection_id    13665
Name: 4830, dtype: object-794578","36848972.0-collection_id    13665
collection_id    13665
Name: 4830, dtype: object-794578"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,15: PE_plac_selfnoonevsother,T,images/13665/spmT_0015.nii.gz,13665,794577,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794577_spmT_0015.nii.gz,"collection_id    13665
collection_id    13665
Name: 4831, dtype: object-794577","36848972.0-collection_id    13665
collection_id    13665
Name: 4831, dtype: object-794577"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,14: PE_plac_othervsselfnoone,T,images/13665/spmT_0014.nii.gz,13665,794576,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794576_spmT_0014.nii.gz,"collection_id    13665
collection_id    13665
Name: 4832, dtype: object-794576","36848972.0-collection_id    13665
collection_id    13665
Name: 4832, dtype: object-794576"
36848972.0,,10.1016/j.neuroimage.2023.119983,,13665,l-DOPA and oxytocin influence the neurocomputational mechanisms of self-benefitting and prosocial reinforcement learning,neurovault,13: PE_plac_othernoonevsself,T,images/13665/spmT_0013.nii.gz,13665,794575,28.0,trm_5667483dcc371,,,Probabilistic Selection Task,None / Other,13665-794575_spmT_0013.nii.gz,"collection_id    13665
collection_id    13665
Name: 4833, dtype: object-794575","36848972.0-collection_id    13665
collection_id    13665
Name: 4833, dtype: object-794575"
